Hogwarts House,Best Hand,Arithmancy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
Hufflepuff,0,73353.0,4.537302114503309,-3.7658535593551887,6.843,-705.9976763015817,385.06261250357255,6.401809033311918,1071.026217904592,4.42061772532745,0.8373674019463226,-243.33105,-80.51
Hufflepuff,1,64219.0,4.3478957474584,-4.055757287788343,5.813,-897.8370960082959,465.411826568784,5.286010067276183,1075.488163826367,9.165098168617954,0.1941036295098912,-243.61837000000003,-6.49
Gryffindor,0,39225.0,-5.177676827131712,-5.461048515582916,5.2360000000000015,-478.2053839467278,583.9009789986392,-5.619651212802019,932.1547541090092,1.3723222888566218,1.1736933909229337,-253.30962,213.83
Hufflepuff,1,58659.0,7.199280557305688,-5.589850768521735,3.763,-384.84017139647807,366.7438360311535,8.973601303380999,1037.306718944929,4.961227318522902,1.3333567521300267,-243.94171,-47.23
Hufflepuff,0,46240.0,6.551776365317947,-5.302273192044719,3.148,-576.4826954194305,402.5438609598957,1.516808067912832,1051.9780183059731,3.849727948784812,0.4555014065502934,-246.20151,57.61
Hufflepuff,0,54986.0,6.506027505582906,-4.408438262308951,4.794,-392.97603948152664,411.03990190478265,6.1003213300208685,1036.1595341491422,4.221408674350881,-1.1535875769773252,-242.80759,-6.28
Hufflepuff,0,70868.0,2.2628549354313416,-3.49734806499602,4.612,-569.1749940807236,417.2556309736137,4.857709460854919,1064.649952266996,5.7244714074980845,-0.3892734498133775,-245.9729,-54.51
Hufflepuff,1,68359.0,2.3987267447642164,-4.186807819064732,5.468,-521.3102149343797,459.21001773686135,5.054253489955328,1054.5440184680233,6.7893895060061205,1.1015454775412754,-245.05387,-28.36
Hufflepuff,0,46079.0,2.8237462830384312,-4.742898484815368,4.681,-404.59594543529136,405.7418984473488,6.156093737254994,1047.1635445539496,6.482312107498415,0.6270437847565277,-244.82078,-26.57
Gryffindor,1,56134.0,-4.917391145130838,-3.360623367778062,5.402,-506.97699448819606,634.1718917533511,-4.248889474217036,971.0193242051724,4.928506629654286,1.245107500969116,-250.44466,168.2
Hufflepuff,1,58549.0,4.6698509754366935,-4.7718915910727775,6.445,-742.8481132871193,380.2449783858424,4.889160429203322,1072.8751751657326,4.859939345873153,-1.2133457990902643,-244.21177000000003,-39.78
Hufflepuff,0,51592.0,3.2481628597843266,-4.046306395491522,6.27,-405.99285129636655,453.91232498038454,1.2431646648172716,1039.7605177063929,6.340714686673364,0.0253093915092692,-242.60241,-11.22
Hufflepuff,1,20807.0,5.070565395322594,-6.611120436579647,4.824,-275.12948676839557,437.2001972439055,3.8957049551159018,1021.8547005146866,5.904646144320843,0.0585876601711535,-243.93181,78.72
Hufflepuff,0,32491.0,5.613896018167057,-7.930759523309311,4.977,-533.3751884407543,428.34971424877295,7.111135197996642,1041.2456163269326,9.235553491752476,0.2456461937367628,-244.50673,35.69
Hufflepuff,0,47052.0,6.154023758537017,-5.616559199596363,3.749,-246.9314297363984,386.41912618796374,4.249600813824982,1028.143468794004,2.5104245404568672,-0.8511317571161439,-245.17349,17.14
Gryffindor,1,67687.0,-3.464019130168946,-2.396957642127336,5.25,-602.3663235488892,659.3533550509658,-7.392166051120612,962.8172288806368,2.142782574905993,-1.4746064699518395,-250.64727,212.01
Gryffindor,1,47749.0,-5.203283992057737,-4.739594644537472,5.212999999999999,-598.1996765989197,598.2177024949481,-5.7227426492442905,931.5404071789532,1.4396819350126968,-0.07113180682632425,-253.36057999999997,213.28
Gryffindor,0,60337.0,-3.6096540503280985,-3.085446178723773,6.882999999999999,-231.057459318709,636.0795719842497,-4.939479676363117,984.255441883197,2.9838141870231385,-0.9146227391949916,-247.82592,147.71
Hufflepuff,1,86521.0,3.889555606890064,-2.368861914184944,4.9755221027479095,-334.6255678679438,408.33127192815147,2.625982150484424,1048.5681604557276,-0.2461026445953109,0.1581286094442497,-244.86997,-57.61
Hufflepuff,1,40041.0,7.297099109535134,-4.237297072789048,5.725,-413.6913707528254,392.29596800999326,3.3471567507216777,1037.2260073063885,1.8286400171438568,1.3960199262805228,-241.87543,32.42
Hufflepuff,0,32995.0,4.380005410809342,-7.372957435720048,5.415,-353.1070078725637,298.21895991191036,3.6443987884960087,1051.5941183023024,1.2289187534920265,0.2048944997103961,-246.92665,-22.77
Gryffindor,0,40377.0,-3.7856221594879567,-5.291895411283647,5.922999999999999,-645.3830056545745,615.0863313301887,-5.4829806088532616,960.6549757710112,4.160832420156689,-0.496053015772492,-251.26696,220.38
Hufflepuff,1,72219.0,5.81125399995247,-3.8525969529995976,4.1080000000000005,-507.4167192404275,379.1414663677916,3.675069463310259,1056.1924277622848,1.9250482727865847,0.3371504289632541,-245.50725,-32.85
Gryffindor,0,32401.0,-3.7379586281520014,-6.633114579687891,5.3210000000000015,-355.91334409817483,621.4829544195684,-4.58539579746124,976.9447294813398,6.467256170447585,0.8078199234012003,-250.98496,209.29
Hufflepuff,0,35880.0,6.9627788390350505,-5.7175387451927016,4.667,-527.3920440100405,384.62258254292,4.525148311300644,1045.3806518855465,4.608998704258504,-1.0939695359860364,-243.71814,32.63
Hufflepuff,1,56467.0,4.204821103561154,-5.293030052289412,6.89,-511.8962774657433,386.227460206767,6.335260445646684,1054.6768353183302,4.540173864869352,-0.9805984774659277,-243.6346,-50.5
Gryffindor,1,47435.0,-6.93864145908022,-5.1426804708585125,3.594,-299.5844495831252,593.3684428138996,-2.623107733979692,956.078922072012,5.4962643095943235,-0.5508715518068543,-253.83872999999997,147.31
Gryffindor,1,66124.0,-6.954602943219923,-1.539488923822856,4.563,-236.09768249562785,573.5525538447382,-4.505731041841491,1012.1550506680401,-0.0787688118551224,-0.8137008722795482,-252.0244,109.0
Hufflepuff,0,66029.0,5.2419668253895,-4.187979986881364,3.957,-671.4414287470405,438.3153866981201,4.935839154299717,1060.1202962775103,6.812913992597643,0.4430065845720449,-244.95264,-4.13
Gryffindor,1,32757.0,-4.459940037396295,-5.595125234247852,5.432,-593.1249867855042,565.6424557351163,-5.264616268276742,962.2932170297298,3.2163321961770768,0.2411916856305921,-252.34838,200.17
Hufflepuff,0,30360.0,3.8020363786508353,-7.1411494212975475,5.747000000000001,-484.5331077227224,414.2573961481648,7.048594642235372,1044.573924674855,8.599684067619055,1.0418670200071052,-244.29127000000005,8.27
Hufflepuff,0,53747.0,3.5301234602470117,-4.023001417950553,8.131,-623.5214066934777,395.7218484505045,5.08669689187408,1064.693322863819,4.2746396273666285,0.3196918148834346,-242.27829,-47.35
Hufflepuff,1,91006.0,4.07105323766236,-0.4984224410654052,4.953,-767.512319847308,419.5410370404423,2.5460896700147537,1078.8972409376834,2.6291770181414966,-2.32106129799432,-244.26175,-60.98
Hufflepuff,1,40304.0,4.274065280088816,-5.752121843783338,4.9755221027479095,0.6005743975177502,336.50614583541494,8.121613195628488,1018.2205012936674,3.744288425463465,-0.1253705817111685,-246.37242,-45.07
Hufflepuff,1,44716.0,5.234574629385135,-3.6250323189048657,3.715,-344.9898066027987,480.13605325383776,4.281443155647205,1027.4836774108724,6.486040479708785,-0.6937017894070421,-242.9028,55.66
Hufflepuff,0,42551.0,8.127386769410322,-6.57100095123139,3.919,-294.83786332300065,319.1080196126196,2.827435252204852,1036.4315100603385,-0.6851878477010405,0.3556839544802716,-245.78322000000003,18.2
Gryffindor,0,32154.0,-7.7905820160194095,-4.29255452138743,4.2989999999999995,-362.4630769343058,532.3484938569541,-3.5301756757370466,932.4673231572592,1.6126967963194367,-0.4197077744965173,-253.98387,153.59
Hufflepuff,1,68382.0,4.908872293819791,-3.5773541609040547,4.831,-416.4718733751007,302.89290879777644,7.596506957882847,1057.687383071025,1.3393335799716803,0.2455262750704188,-244.50439,-119.59
Hufflepuff,0,48503.0,5.440261803832966,-3.760672246218931,6.182,-641.078187652068,423.3265828622043,2.7902750508823084,1057.7354954959262,4.208607987013705,-0.3904360993732139,-242.6917,22.29
Gryffindor,0,62442.0,-1.3542832920553831,-7.413409427247831,7.782999999999999,-560.006130689935,597.7039642230521,-7.018531981033775,946.5523564245456,-1.14951082500442,0.5535948439413207,-252.15187000000003,219.3
Gryffindor,1,56763.0,-5.331665078327536,-4.448624898617786,4.547,-499.53287267931125,629.2369725939395,-5.375846467984553,937.6315071565743,2.2794606275299683,0.4173716471038083,-252.95257,196.74
Gryffindor,0,47266.0,-5.529584365411202,-4.694059601258023,3.981,-520.9485966422131,622.3857795225591,-4.622835308067772,957.758514994862,5.3516419173430565,1.5883960374994828,-253.08888,196.78
Hufflepuff,0,65283.0,5.804108097003042,-3.892024319182312,4.397,-449.0436916844738,425.2180272629188,5.322114768983852,1043.5728290377783,4.422417284799975,-0.3894867037299379,-243.78056,-13.04
Gryffindor,0,22398.0,-5.705504055909232,-5.995852111840954,4.66,-569.9967720898802,596.599814445475,-3.767260727505999,952.401218607206,6.477809370926361,0.4112315305903757,-252.61465,217.25
Gryffindor,1,64395.0,-3.4482006663933635,-5.9703662613154425,7.359,-95.69736493123102,475.4726339691527,-4.1743558750331085,958.2566180992128,1.1268872970354142,-1.791074054701447,-250.10574,147.89
Gryffindor,1,35843.0,-3.6530554555555073,-4.8989425324822005,6.5089999999999995,-349.7733274236956,627.3851026449479,-4.990578109673786,972.2727747958672,4.661388683799714,1.0580512403618028,-248.8942,201.19
Gryffindor,1,41153.0,-6.188562987388673,-2.9915988793687287,5.301,-460.6612894818784,565.3682291860599,-5.7876458677834455,934.3390401041092,-0.1815098639308221,-1.1287205243874516,-252.18504,183.15
Gryffindor,0,51005.0,-3.691706482968064,-7.032985890341222,5.396,-718.6084672028627,598.5899269585208,-6.100922865214429,933.6425612445884,1.7445476423581798,0.6104043636926044,-254.7511,237.12
Gryffindor,0,43174.0,-3.7987627805183455,-6.661027100731754,5.3370000000000015,-512.1227025225447,614.7657965558212,-4.734302228187473,965.214770858404,5.143056633733703,-1.0281133022192503,-252.364,208.29
Gryffindor,0,32262.0,-2.6006437718342896,-7.911833391441772,8.042,-542.2729290410913,536.7796445862099,-6.272048189931038,937.8606073393432,-1.4048837129040712,0.4511973960368234,-252.1266,221.15
Hufflepuff,1,63995.0,6.1608160861465295,-4.411569823924759,3.5860000000000003,-463.238086252921,322.22165536711805,4.887882933957645,1058.3281001327096,1.3000739243146828,-0.5229390669604774,-245.92806,-57.46
Gryffindor,0,39731.0,-2.811463112509757,-6.608558858847128,6.502999999999999,-601.0012534685634,608.6887585885438,-5.376520300137536,974.1762252515224,4.579109237637884,-0.9599175291104838,-250.98261,215.49
Hufflepuff,1,44378.0,3.2705984981449454,-4.7893829913883135,7.217,-399.89268902651605,413.39553376675576,7.7617714151593935,1043.4073320460702,6.384901265983324,-0.7276334066524749,-241.89849,-43.13
Hufflepuff,0,57084.0,3.020527660191415,-4.766835504564386,7.775,-649.92791442077,444.94349548649114,4.44375676474414,1062.2976840573992,6.181211732032223,-1.0024516120601843,-243.31048,-17.02
Hufflepuff,1,71129.0,5.647298066086288,-2.8163775377191747,3.73,-547.6220495164306,348.35672446399064,7.324278747993341,1061.1714228849278,3.6157278302975295,-0.4118524723200033,-244.14334,-87.64
Hufflepuff,0,52049.0,5.626831896681051,-3.745028644248591,5.501,-680.5592044941733,405.49289976007606,9.986958490100893,1058.9222721807582,8.847001568308011,-0.1385371563373891,-241.08842,-56.51
Hufflepuff,1,34543.0,5.166446839060284,-6.509465307558137,4.846,-324.32360263064425,380.1346584525196,3.5398941286868344,1038.3852286061554,3.4148113499108765,1.1029135122944909,-245.30497000000005,27.31
Hufflepuff,0,57873.0,7.329863878135122,-3.3882293086693736,4.189,-616.8391787647063,426.94975282618486,2.3272451943555783,1052.1644381491808,3.4168291515109006,0.8036904220336857,-243.45278,38.9
Hufflepuff,1,54696.0,1.604080645386337,-4.458123504230733,7.3279999999999985,-626.5379030304357,394.2019539453881,7.635448725839432,1070.4105816296906,7.402755763372745,0.2994655621147721,-243.53251,-85.17
Gryffindor,0,42547.0,-2.8706729935202016,-4.264515445639522,7.05,-582.9211907174829,606.9511449390733,-4.9823949229056534,995.840619724278,4.793895003848593,-0.661986196739527,-248.28095,177.61
Gryffindor,0,53431.0,-5.195214988185951,-4.583909154797474,4.271,-476.143263717865,630.2490136557295,-4.3993626871966685,960.7178996289572,5.1987748614103975,1.0142778768826,-252.56696,186.08
Gryffindor,1,38984.0,-4.72777708858731,-4.988515227163389,7.004,42.24843247278107,648.8820637240212,-1.8321128566375853,986.2387814924612,7.323180071302537,-0.4725118722427806,-246.82635,137.9
Hufflepuff,0,68697.0,4.12080291200291,-5.398176221950281,5.97,-641.8771539778286,394.06752811728296,3.659346404900528,1067.330700310418,3.857594473158757,-0.5479424983256803,-246.10102,-34.57
Gryffindor,1,62042.0,-4.368506424964557,-4.762530837143403,5.8020000000000005,-585.9517245498463,572.8403769320282,-5.275262067619121,955.57285922298,0.639725633452406,-1.1448344648640176,-252.9695,163.15
Hufflepuff,1,60975.0,6.231948653378532,-4.178741273876153,6.4,-561.6842237595636,377.18702689707914,5.981996899425679,1054.7326507684036,3.104147980486049,0.2237700792806665,-242.47435,-44.31
Hufflepuff,1,39874.0,6.6174847663589365,-6.586907505621286,2.858,-496.6530394619683,378.1014187422951,1.3530138258308622,1049.2652539866478,3.2872279261220383,-0.1338135441544775,-247.34739,61.58
Hufflepuff,0,53960.0,6.049238885737318,-5.05681327072416,4.136,-457.606407640011,387.68178055707983,1.6309298190349684,1047.4329375994148,1.6857734765235663,0.4470020411128702,-245.93674,26.64
Hufflepuff,0,44095.0,5.415559805061089,-6.261834382824775,5.311,-333.0634198414465,386.8046962172157,7.2247534761746754,1034.6360007394928,5.0946255429291165,0.8764597225763691,-243.82131,-17.54
Hufflepuff,0,49529.0,5.688908158961578,-4.968785567163964,6.537999999999999,-499.5316869486786,411.1502890519687,3.5371052791937707,1047.4195133988444,3.0194325901068573,0.5074404860428015,-242.48361,9.71
Gryffindor,0,47670.0,-5.171198400832992,-5.232887525464652,5.143,-432.9245845811108,475.4726339691527,-3.914790331575592,966.1012238950389,3.878477799474786,-0.259603417947153,-252.38478,159.3
Hufflepuff,0,62429.0,4.16319347542818,-4.955887741908954,5.646,-616.2838916880063,394.6245135449816,4.240603841766073,1063.0593209928766,4.3828146595856055,-1.9791348897991063,-245.40838,-30.11
Hufflepuff,0,23669.0,5.073431532145102,-5.5836414622423245,5.585,-616.1168194449317,376.8050967460728,8.914703349116285,1053.2676951431283,8.941348503657181,0.6866273082561486,-242.00694,-16.34
Hufflepuff,1,34642.0,1.2185014320955452,-6.751752309586522,4.961,-402.1696082189196,430.1812892011132,3.550969341718713,1037.566952508938,5.842755458433974,-0.07113180682632425,-245.16055,53.66
Hufflepuff,1,28482.0,8.573561389386674,-8.255019412022268,2.7960000000000003,-148.64231851421792,323.6682537657317,1.1606146231500718,1020.930905781208,-1.0914794975924509,-1.0842520248957432,-247.42257,75.19
Gryffindor,1,46520.0,-7.674307289259994,-2.208153067333725,2.975,-835.3002102931459,544.6111192485308,-6.036172918782129,924.1644598010924,0.2824199669950067,0.4407498928480383,-256.0132,191.7
Gryffindor,1,55048.0,-7.744565644211409,-4.228462270050397,1.946,-594.7961222120485,578.0978120037447,-4.66563181355334,929.9584747443228,2.9722344168282477,-0.3451598788503426,-257.38018,180.57
Gryffindor,1,42559.0,-5.5274318566456255,-5.476233911005721,3.961,-833.5692481659023,587.7793489345446,-6.0267602045152175,926.7178816605892,2.5435506081277666,-0.5824170704458294,-255.75059,240.63
Hufflepuff,1,59800.0,5.803786856379642,-4.6247285531532825,4.855,-727.8216267580025,435.0270046559933,4.9604359247514775,1061.828921920107,6.907009358766303,-0.3058438462871937,-244.06226,5.59
Gryffindor,0,35988.0,1.2185014320955452,-6.533988888493904,6.805,-135.79272229334848,613.9374880694534,-5.544401139724316,935.4126841054824,1.2706406544236517,-1.4676454957639429,-250.69972,218.32
Hufflepuff,1,30403.0,4.391258944977983,-6.708950944689251,6.746,-487.8605532930213,390.111484904905,5.6194908438376885,1048.062675974158,5.953459632776758,0.5041670893895411,-243.58725,5.54
Hufflepuff,0,67074.0,6.125319934063066,-4.8739865696892,4.927,-639.4080199169638,378.89263067772634,5.4441222115749905,1062.1188947882226,4.111309147973256,-0.7294435399420309,-244.82743,-37.96
Hufflepuff,1,53134.0,4.182950443030832,-2.9207267641220915,4.335,-612.9567857126308,441.8065266436088,5.8252416563826825,1055.9546496828025,7.67062566606673,0.3734962655592455,-243.10293,-8.52
Gryffindor,1,42850.0,-7.287346257330445,-6.766931113578218,2.596,-650.4851386637457,536.6330150743453,-4.656877782539639,915.0064299311674,1.6973962339890702,-1.3744511098742904,-258.97753,201.43
Hufflepuff,1,63924.0,6.138805340080992,-4.968785567163964,2.9930000000000003,-365.1194872360422,452.7325286791143,3.862708780665389,1032.2946784130588,3.8824965350402008,-0.2276017457746799,-243.5927,22.71
Gryffindor,1,33563.0,-8.64865175490565,-7.474469702535724,1.444,-475.4161820714312,576.4978364268268,-1.9217785850832687,927.927729784298,7.4042233967580975,2.4163300363470577,-258.6056,188.6
Gryffindor,1,71739.0,-5.130720381382153,-5.591322739053424,3.42,-684.3185624466577,604.2878170704461,-6.146592154264291,930.8097863560076,1.2329291848727184,-0.486518640717574,-257.05137,205.67
Gryffindor,0,29517.0,-6.214961226617062,-7.051179450496028,4.624,-525.6287641512296,551.139509568161,-3.736088586127385,932.011620083677,3.2488939519361857,-0.0726339450326985,-255.1041,198.41
Hufflepuff,1,44780.0,6.626552730368086,-5.5266480195067285,3.0669999999999997,-136.33194161758522,363.1465862013903,0.2985778801853458,1025.7858806249276,-1.4152138067268432,0.5765214629924764,-246.70307999999997,49.97
Hufflepuff,1,52199.0,1.2185014320955452,-5.522765764024474,5.8729999999999976,-298.99477289546644,385.4910583105047,3.9908786558974216,1042.6760713217584,2.4990993438182603,-0.4462134956274097,-245.23676,-22.16
Gryffindor,1,30430.0,-7.746425560329512,-4.790278531009412,4.223,-230.823816414727,547.3632662681209,-3.1500769102897506,937.0351703486084,2.705375658939249,0.752805429192182,-253.59114,152.69
Gryffindor,0,32842.0,-5.335326548245293,-5.169490913529813,6.2,-103.07165149996366,615.8067681292675,-3.3020854280115364,958.6437562334436,4.698396542274965,-0.575189445382816,-249.43561,171.32
Hufflepuff,0,69954.0,3.73364165491103,-2.572919020469264,6.916,-466.67050735876455,417.28147772160327,8.647227112316562,1048.8596565823514,5.302052969580574,-0.6520156233292221,-241.15766,-90.7
Gryffindor,0,56805.0,-5.412419543517469,-3.069303529143056,4.994,-210.17831880027333,615.3631641719568,-4.4702419025354905,969.7401427886904,3.199228413116252,-0.0042478946771675,-250.51626,143.62
Hufflepuff,0,88229.0,1.9376656277622155,-1.8431329660364344,6.267,-427.38801288565435,394.98893183953726,5.6141456744214295,1061.6670612026358,2.216172615265963,-2.52462504394912,-244.25496,-119.21
Hufflepuff,1,57086.0,4.741617780361828,-6.066362612521184,6.266,-438.8510790555371,370.37228964615446,7.679612102633332,1049.626521514556,4.707753136768993,-0.5810712547594662,-244.12828,-62.42
Hufflepuff,0,57393.0,3.840978664670317,-5.455868185538467,6.367999999999999,-896.5237810296281,424.1314001560468,4.808167967468231,1079.914498691778,8.11810286058293,0.8962316231227879,-244.93876,-15.18
Gryffindor,1,42933.0,-5.549933778261311,-3.9911784583830494,5.233,-395.5753502369412,606.656082071099,-3.2726176873087933,974.7555602147248,5.697827403852696,0.4786732767987737,-250.45348,154.55
Hufflepuff,0,53132.0,1.2185014320955452,-5.517909720831296,5.915,-798.8445818201654,418.3881086975703,1.3464265171541854,1072.9936046371467,4.974839414756788,-2.0188820471926863,-245.69174,30.65
